Date,Open,High,Low,Close,Volume,Adj Close
2012-12-31,139.660004,142.559998,139.539993,142.410004,243935200,132.768851
2012-12-28,140.639999,141.419998,139.869995,140.029999,148806700,130.549972
2012-12-27,141.789993,142.080002,139.919998,141.559998,167920600,131.97639
2012-12-26,142.639999,142.710007,141.350006,141.75,106947700,132.153529
2012-12-24,142.479996,142.559998,142.190002,142.350006,53874600,132.712915
2012-12-21,142.169998,144.089996,141.940002,142.789993,245883800,133.123115
2012-12-20,144.380005,145.139999,143.979996,145.119995,168487000,134.342563
2012-12-19,145.529999,145.580002,144.240005,144.289993,150895400,133.574202
2012-12-18,144.00,145.50,143.789993,145.369995,177762800,134.573997
2012-12-17,142.470001,143.850006,142.429993,143.770004,143238200,133.09283
2012-12-14,142.320007,142.580002,141.880005,142.100006,137701700,131.546856
2012-12-13,143.419998,143.830002,142.270004,142.630005,135715000,132.037494
2012-12-12,144.00,144.550003,143.309998,143.509995,145880100,132.85213
2012-12-11,143.059998,144.110001,142.990005,143.440002,152570400,132.787336
2012-12-10,142.210007,142.809998,142.149994,142.470001,98840700,131.889373
2012-12-07,142.529999,142.690002,141.669998,142.410004,108726400,131.833831
2012-12-06,141.369995,142.039993,141.160004,141.979996,103220600,131.435758
2012-12-05,141.369995,142.160004,140.369995,141.50,147300500,130.991409
2012-12-04,141.440002,141.869995,140.869995,141.25,127512200,130.759976
2012-12-03,142.800003,142.919998,141.339996,141.449997,124656300,130.94512
2012-11-30,142.139999,142.419998,141.660004,142.149994,136568300,131.593131
